Price,Open,Close,VIX
Ticker,QQQ,QQQ,^VXN
Date,,,
2024-05-13,441.2926282142823,440.3881530761719,17.399999618530273
2024-05-14,439.9607837518773,443.2208557128906,17.290000915527344
2024-05-15,445.7056538341918,450.14849853515625,16.34000015258789
2024-05-16,449.9596765327502,449.234130859375,16.260000228881836
2024-05-17,449.3632912813186,449.01544189453125,15.850000381469727
2024-05-20,449.2341090986919,452.14630126953125,15.920000076293945
2024-05-21,450.287672135994,453.0308837890625,15.510000228881836
2024-05-22,453.28928595352863,452.94140625,16.399999618530273
2024-05-23,457.7520258165309,450.9039001464844,16.459999084472656
2024-05-24,452.5240032322174,455.1678466796875,15.65999984741211
2024-05-28,456.3903667186208,456.8873291015625,16.56999969482422
2024-05-29,452.71283296915476,453.6669921875,17.489999771118164
2024-05-30,452.73271649368525,448.80670166015625,17.770000457763672
2024-05-31,449.0353084872214,447.9718017578125,16.700000762939453
2024-06-03,451.80835971238633,450.3771057128906,16.889999389648438
2024-06-04,450.11870148213904,451.6095886230469,16.860000610351562
2024-06-05,455.19765811194037,460.71392822265625,16.6299991607666
2024-06-06,461.3997432170189,460.5549011230469,16.43000030517578
2024-06-07,460.1871653858833,460.14739990234375,15.880000114440918
2024-06-10,459.0143495163526,462.00604248046875,16.0
2024-06-11,460.72387241676694,465.1766357421875,15.829999923706055
2024-06-12,469.1224977238964,471.2693786621094,13.59000015258789
2024-06-13,474.8176856376392,473.8237609863281,15.100000381469727
2024-06-14,473.62498578850034,476.2787780761719,16.049999237060547
2024-06-17,476.54714408972313,482.1131286621094,16.829999923706055
2024-06-18,482.063440285676,482.26220703125,16.700000762939453
2024-06-20,483.4648920564215,478.5449523925781,17.260000228881836
2024-06-21,478.26663000343706,477.26275634765625,16.950000762939453
2024-06-24,476.0303454875639,471.8293151855469,17.239999771118164
2024-06-25,473.92982765214083,477.2249450683594,16.700000762939453
2024-06-26,476.39865430075747,478.2104797363281,16.5
2024-06-27,477.96162376312043,479.4449157714844,16.290000915527344
2024-06-28,480.24132931728025,476.9561462402344,16.239999771118164
2024-07-01,477.8819867258792,479.7535400390625,16.079999923706055
2024-07-02,478.25029990954596,484.790771484375,16.06999969482422
2024-07-03,484.0342109510959,488.8325500488281,16.280000686645508
2024-07-05,489.67871121949463,493.92950439453125,16.760000228881836
2024-07-08,494.2978308254437,495.10418701171875,17.030000686645508
2024-07-09,496.6273180908013,495.5322570800781,17.020000457763672
2024-07-10,497.46355440684283,500.6989440917969,17.280000686645508
2024-07-11,500.8084714288421,489.7185363769531,17.920000076293945
2024-07-12,490.2959375419354,492.5955505371094,17.260000228881836
2024-07-15,494.3774792313232,493.9195556640625,18.350000381469727
2024-07-16,495.38294816768223,494.10870361328125,18.350000381469727
2024-07-17,486.0849309606581,479.60418701171875,20.459999084472656
2024-07-18,483.3473287165408,477.33447265625,21.260000228881836
2024-07-19,476.9959415922219,473.103515625,21.510000228881836
2024-07-22,478.99694454321184,480.1517333984375,19.969999313354492
2024-07-23,479.2458381866789,478.4593811035156,20.020000457763672
2024-07-24,471.68994429618385,461.296875,23.059999465942383
2024-07-25,461.63535057513343,456.2098388671875,24.110000610351562
2024-07-26,460.5701641696498,460.88873291015625,22.40999984741211
2024-07-29,463.6164054438207,461.8145446777344,22.829999923706055
2024-07-30,463.75577982338285,455.4731750488281,23.940000534057617
2024-07-31,465.76667454850946,468.9523010253906,22.290000915527344
2024-08-01,469.63920781437156,457.5935974121094,24.709999084472656
2024-08-02,448.8630296682996,446.7326354980469,27.709999084472656
2024-08-05,422.8007291255903,433.4128112792969,35.099998474121094
2024-08-06,435.26445938446454,437.5541076660156,29.200000762939453
2024-08-07,444.4827736124513,432.8154602050781,29.020000457763672
2024-08-08,439.0772285729269,446.05572509765625,26.8799991607666
2024-08-09,444.73164765967067,448.3851623535156,24.940000534057617
2024-08-12,449.3607643266826,449.3507995605469,24.93000030517578
2024-08-13,453.77083793772886,460.50042724609375,23.260000228881836
2024-08-14,461.4263030901307,460.6498107910156,21.190000534057617
2024-08-15,466.65270280303605,472.2872619628906,20.280000686645508
2024-08-16,470.4953312452627,472.8945007324219,19.940000534057617
2024-08-19,473.0338920966615,479.1064453125,19.93000030517578
2024-08-20,478.19057442195395,478.1009826660156,21.110000610351562
2024-08-21,478.8874084800057,480.3309020996094,21.219999313354492
2024-08-22,482.6603814021867,472.7153015136719,22.829999923706055
2024-08-23,477.08556993932774,477.8421630859375,21.110000610351562
2024-08-26,477.2946644624071,473.203125,21.56999969482422
2024-08-27,471.56052366484244,474.6167297363281,20.90999984741211
2024-08-28,474.1488432070302,469.2310485839844,22.579999923706055
2024-08-29,471.1523759054323,468.5441589355469,20.579999923706055
2024-08-30,472.9044551869276,474.12890625,19.290000915527344
2024-09-03,471.0727590117474,459.73394775390625,23.59000015258789
2024-09-04,456.60805588804857,458.539306640625,24.200000762939453
2024-09-05,456.9066752215722,458.9673767089844,23.540000915527344
2024-09-06,458.260569077701,446.67291259765625,25.639999389648438
2024-09-09,451.0232614610741,452.4169616699219,23.920000076293945
2024-09-10,454.1889796697815,456.5981140136719,23.6200008392334
2024-09-11,457.8424701291892,466.5133056640625,22.15999984741211
2024-09-12,466.5431884079294,471.0926513671875,21.729999542236328
2024-09-13,470.3559965945637,473.203125,21.280000686645508
2024-09-16,471.0627857543321,471.112548828125,22.510000228881836
2024-09-17,474.1488812258597,471.3614501953125,22.690000534057617
2024-09-18,472.56600261469947,469.3206481933594,22.709999084472656
2024-09-19,480.440413858692,481.1870422363281,21.09000015258789
2024-09-20,480.32094227059173,480.27117919921875,20.350000381469727
2024-09-23,481.4545328286473,481.54425048828125,19.540000915527344
2024-09-24,482.9598186385049,483.86700439453125,19.25
2024-09-25,483.23897054333213,484.3156433105469,19.06999969482422
2024-09-26,491.8422631756141,487.954345703125,19.290000915527344
2024-09-27,488.9811246193061,485.24273681640625,20.040000915527344
2024-09-30,484.2757374570207,486.55865478515625,20.190000534057617
2024-10-01,486.1898056570345,479.7796936035156,21.670000076293945
2024-10-02,478.8725078882411,480.4576110839844,21.350000381469727
2024-10-03,478.25444691528793,480.0987243652344,22.479999542236328
2024-10-04,485.9405764313014,485.81097412109375,21.639999389648438
2024-10-07,483.8869680030971,480.6071472167969,24.34000015258789
2024-10-08,483.15923483730273,487.78485107421875,23.6200008392334
2024-10-09,487.4857513571396,491.6228942871094,23.420000076293945
2024-10-10,489.3300644805617,491.0646667480469,23.600000381469727
2024-10-11,489.2203628430835,491.8322448730469,23.290000915527344
2024-10-14,494.2348187135991,495.95947265625,23.31999969482422
2024-10-15,496.28844492873617,489.330078125,24.540000915527344
2024-10-16,489.65904556627453,489.389892578125,23.639999389648438
2024-10-17,494.90275215056863,489.72882080078125,22.850000381469727
2024-10-18,492.5301087142749,492.9388427734375,21.760000228881836
2024-10-21,491.72263139969306,493.88592529296875,21.959999084472656
2024-10-22,491.20424619179255,494.4242248535156,22.030000686645508
2024-10-23,492.0615637296155,486.8477478027344,22.920000076293945
2024-10-24,490.5861300850279,490.7955017089844,22.469999313354492
2024-10-25,493.60678904569716,493.7862243652344,23.239999771118164
2024-10-28,496.916488943201,493.865966796875,22.93000030517578
2024-10-29,494.1849827905077,498.6112365722656,22.440000534057617
2024-10-30,497.84361506430247,494.8429260253906,23.09000015258789
2024-10-31,490.85533090939475,482.35174560546875,24.860000610351562
2024-11-01,483.9966074918361,485.9206237792969,23.739999771118164
2024-11-04,485.3125247275959,484.5050354003906,23.8799991607666
2024-11-05,486.1000597381435,490.6858215332031,22.5
2024-11-06,499.00999042840357,504.0144348144531,18.860000610351562
2024-11-07,506.8256700187663,511.9497375488281,18.350000381469727
2024-11-08,511.4513432889382,512.5479736328125,17.8799991607666
2024-11-11,513.774070806205,512.2488403320312,18.3700008392334
2024-11-12,512.1790995095207,511.32171630859375,18.1200008392334
2024-11-13,510.8133476964653,510.6637878417969,17.5
2024-11-14,510.3248373833927,507.11480712890625,17.700000762939453
2024-11-15,501.38261867959363,495.0323486328125,19.829999923706055
2024-11-18,496.5875174805612,498.4716491699219,19.770000457763672
2024-11-19,495.8797260604786,501.9010009765625,19.989999771118164
2024-11-20,501.60192918938486,501.6119079589844,20.850000381469727
2024-11-21,504.6723678805058,503.4162902832031,20.209999084472656
2024-11-22,502.85806302821806,504.22381591796875,18.56999969482422
2024-11-25,508.32104916491807,505.02130126953125,17.59000015258789
2024-11-26,506.5066774767877,507.7328796386719,16.799999237060547
2024-11-27,506.5964289240894,503.73529052734375,16.68000030517578
2024-11-29,504.3633300196629,508.1615295410156,16.06999969482422
2024-12-02,509.42762098516585,513.6943359375,16.1200008392334
2024-12-03,512.3585292405829,515.2694702148438,15.760000228881836
2024-12-04,518.7088108930553,521.6397094726562,15.6899995803833
2024-12-05,521.689507909356,520.1941528320312,15.6899995803833
2024-12-06,520.8620569024756,524.8496704101562,15.149999618530273
2024-12-09,523.9225567999812,520.7623901367188,16.549999237060547
2024-12-10,521.99858294802,518.9879150390625,16.540000915527344
2024-12-11,523.3743048572086,528.279052734375,15.880000114440918
2024-12-12,526.0460287635723,524.8696899414062,16.360000610351562
2024-12-13,528.8174164894651,528.88720703125,16.610000610351562
2024-12-16,531.4293352933635,536.5035400390625,18.440000534057617
2024-12-17,534.6990715532088,534.1408081054688,19.440000534057617
2024-12-18,533.492875441602,514.8706665039062,27.6299991607666
2024-12-19,519.576101377112,512.5778198242188,26.329999923706055
2024-12-20,508.85937724769343,517.0538940429688,21.489999771118164
2024-12-23,518.7763669007879,522.0914306640625,19.030000686645508
2024-12-24,524.0485322584022,529.1708984375,17.030000686645508
2024-12-26,527.5333389778602,528.8114013671875,17.530000686645508
2024-12-27,525.2267351908741,521.7818603515625,18.540000915527344
2024-12-30,514.7423974022865,514.8422241210938,19.790000915527344
2024-12-31,516.1303511956955,510.4687805175781,19.920000076293945
2025-01-02,513.534161708165,509.4702453613281,20.5
2025-01-03,512.5855468367399,517.8078002929688,19.1200008392334
2025-01-06,523.239726881552,523.7589111328125,19.0
2025-01-07,524.8073744683829,514.412841796875,20.729999542236328
2025-01-08,514.3130270674945,514.5027465820312,20.690000534057617
2025-01-10,510.7184045512355,506.4347839355469,21.729999542236328
2025-01-13,500.4536968562401,504.80718994140625,21.799999237060547
2025-01-14,507.98246521320874,504.3279113769531,21.450000762939453
2025-01-15,512.2660850261747,515.9306030273438,19.290000915527344
2025-01-16,518.207218362087,512.3160400390625,19.610000610351562
2025-01-17,522.0714062167059,520.9630737304688,18.959999084472656
2025-01-21,523.699023857799,524.0185546875,18.639999389648438
2025-01-22,528.7814532060628,530.7185668945312,18.68000030517578
2025-01-23,528.2521869702515,531.8468627929688,18.3799991607666
2025-01-24,532.22633644199,528.8413696289062,18.219999313354492
2025-01-27,510.23909385806246,513.4443359375,21.610000610351562
2025-01-28,514.4528057450258,521.0330200195312,20.309999465942383
2025-01-29,521.6820822100884,520.0545043945312,20.600000381469727
2025-01-30,522.9301694920367,522.2711181640625,19.799999237060547
2025-01-31,526.1353786930239,521.5122680664062,20.110000610351562
2025-02-03,512.7053954765727,517.3385009765625,21.280000686645508
2025-02-04,517.8577558683364,523.6890258789062,20.030000686645508
2025-02-05,521.0430121337988,526.0654907226562,19.18000030517578
2025-02-06,526.5747464776587,528.8114013671875,18.579999923706055
2025-02-07,529.3506385655694,522.141357421875,19.18000030517578
2025-02-10,526.4349076046266,528.4619140625,18.84000015258789
2025-02-11,525.176850812149,527.2037963867188,18.770000457763672
2025-02-12,521.522240157499,527.5133056640625,18.690000534057617
2025-02-13,529.190821985701,535.10205078125,18.40999984741211
2025-02-14,535.2118657811616,537.3486938476562,18.030000686645508
2025-02-18,538.9262828029723,538.5668334960938,19.229999542236328
2025-02-19,537.7680771648068,538.7166748046875,19.0
2025-02-20,537.9277590296091,536.4299926757812,18.899999618530273
2025-02-21,537.5783027293683,525.296630859375,20.959999084472656
2025-02-24,527.0939687454339,519.0958862304688,21.459999084472656
2025-02-25,518.4668320054188,512.5556640625,21.979999542236328
2025-02-26,514.7624106136165,513.7938232421875,21.940000534057617
2025-02-27,517.3584760922864,499.5250549316406,24.09000015258789
2025-02-28,499.38529339387156,507.413330078125,22.65999984741211
2025-03-03,510.75829932931043,496.3098449707031,24.959999084472656
2025-03-04,493.44414810630246,494.8121032714844,25.219999313354492
2025-03-05,495.4611356242819,501.2624816894531,24.260000228881836
2025-03-06,492.95486828670147,487.4730529785156,26.229999542236328
2025-03-07,486.4345981651802,491.0577087402344,25.549999237060547
2025-03-10,482.73013113594277,472.0260925292969,28.84000015258789
2025-03-11,471.6466493194181,470.89776611328125,28.700000762939453
2025-03-12,478.4465242260423,476.2098693847656,26.81999969482422
2025-03-13,475.5408338119963,467.6426086425781,27.579999923706055
2025-03-14,473.0246075899529,478.9457702636719,25.790000915527344
2025-03-17,478.89581870707696,482.0511169433594,25.040000915527344
2025-03-18,478.696148092504,473.8334045410156,25.850000381469727
2025-03-19,476.100008413995,480.1739501953125,23.6200008392334
2025-03-20,476.16989532147545,478.5463562011719,23.3799991607666
2025-03-21,473.3740492680448,480.1239929199219,22.920000076293945
2025-03-24,487.739990234375,490.6600036621094,21.270000457763672
2025-03-25,491.3900146484375,493.4599914550781,20.56999969482422
2025-03-26,492.29998779296875,484.3800048828125,22.040000915527344
2025-03-27,482.4100036621094,481.6199951171875,22.40999984741211
2025-03-28,479.80999755859375,468.94000244140625,25.059999465942383
2025-03-31,461.9200134277344,468.9200134277344,25.3700008392334
2025-04-01,467.29998779296875,472.70001220703125,24.799999237060547
2025-04-02,466.1199951171875,476.1499938964844,23.649999618530273
2025-04-03,456.44000244140625,450.6600036621094,30.56999969482422
2025-04-04,438.1400146484375,422.6700134277344,37.650001525878906
2025-04-07,408.6600036621094,423.69000244140625,38.63999938964844
2025-04-08,438.1600036621094,416.05999755859375,39.560001373291016
2025-04-09,415.57000732421875,466.0,34.79999923706055
2025-04-10,453.55999755859375,446.17999267578125,43.25
2025-04-11,444.6499938964844,454.3999938964844,39.95000076293945
2025-04-14,464.4599914550781,457.4800109863281,34.33000183105469
2025-04-15,458.5400085449219,457.989990234375,32.709999084472656
2025-04-16,449.0299987792969,444.17999267578125,35.380001068115234
2025-04-17,447.1700134277344,444.1000061035156,32.83000183105469
2025-04-21,438.2300109863281,433.1099853515625,36.869998931884766
2025-04-22,438.82000732421875,444.4800109863281,33.97999954223633
2025-04-23,458.1700134277344,454.55999755859375,31.829999923706055
2025-04-24,456.4800109863281,467.3500061035156,29.959999084472656
2025-04-25,466.9700012207031,472.55999755859375,28.3700008392334
2025-04-28,473.0299987792969,472.4100036621094,28.540000915527344
2025-04-29,470.1700134277344,475.5299987792969,27.600000381469727
2025-04-30,467.1300048828125,475.4700012207031,27.799999237060547
2025-05-01,483.4100036621094,481.67999267578125,27.690000534057617
2025-05-02,486.5400085449219,488.8299865722656,25.729999542236328
2025-05-05,484.6000061035156,485.92999267578125,26.540000915527344
2025-05-06,479.55999755859375,481.4100036621094,27.110000610351562
2025-05-07,482.0799865722656,483.29998779296875,26.489999771118164
2025-05-08,488.5299987792969,488.2900085449219,25.969999313354492
2025-05-09,490.2099914550781,487.9700012207031,25.5
